Address,Prices,Bedroom,Bathroom,Parking,Type
"2909/33 Rose Ln, 
MELBOURNE VIC 3000",600/week fully furnished,2,1, ,House
"14 Ballet Street, 
DOREEN VIC 3754",$605pw,4,2,4,House
"73 Broadway, 
BONBEACH VIC 3196",$600 per week | LEASED,3,2,2,House
"16 Wellingford Road, 
CLYDE NORTH VIC 3978",$600,4,2,2,House
"2506/628 Flinders Street, 
DOCKLANDS VIC 3008",$600,1,1, ,Apartment / Unit / Flat
"309S/889 Collins Street, 
DOCKLANDS VIC 3008",$600,1,1,1,Apartment / Unit / Flat
"4/303 Young Street, 
FITZROY VIC 3065",$600,1,1,1,Apartment / Unit / Flat
"3912/500 Elizabeth Street, 
MELBOURNE VIC 3000",$600,2,1, ,Apartment / Unit / Flat
"906/55 Queens Road, 
MELBOURNE VIC 3000",$600,1,1,1,Apartment / Unit / Flat
"320 Boundary Road, 
MOUNT DUNEED VIC 3217",$600.00 per week,4,2,2,House
"4/1 Ross Street, 
NIDDRIE VIC 3042",$600,2,2,1,Townhouse
"15/14-16 Grover St, 
PASCOE VALE VIC 3044",$600,3,2,2,Townhouse
"253-273 Normanby Road, 
SOUTH MELBOURNE VIC 3205",LEASED,1,1, ,Apartment / Unit / Flat
"9/77 River Street, 
SOUTH YARRA VIC 3141",$600,2,2,1,Apartment / Unit / Flat
"39 Jetty Road, 
WERRIBEE SOUTH VIC 3030",$600,4,3,2,House
"413/9 Dryburgh Street, 
WEST MELBOURNE VIC 3003",$600,1,1,1,Apartment / Unit / Flat
"102/20 Shamrock Street, 
ABBOTSFORD VIC 3067",580 per week,2,1,1,Apartment / Unit / Flat
"22 Goldstone Grove, 
AINTREE VIC 3336",$580,4,2,2,House
"6 Volant Drive, 
ARMSTRONG CREEK VIC 3217",$580,4,2,4,House
"17 Rise Avenue, 
ARMSTRONG CREEK VIC 3217",$580 per week,4,2,2,House
