Address,Prices,Bedroom,Bathroom,Parking,Type
"95 Barnett Street, 
KENSINGTON VIC 3031",$700pw/ $3042pcm,3,2, ,House
"7 Pridham Street, 
KENSINGTON VIC 3031",$700pw/ $3042pcm,3,1,2,House
"60 Calibre Retreat, 
KEYSBOROUGH VIC 3173",$700 per week,3,2,2,Townhouse
"7 Azure Crescent, 
KEYSBOROUGH VIC 3173",$700 per week,4,2,2,House
"6 Jacaranda Lane, 
KEYSBOROUGH VIC 3173",$700 per week,3,2,2,Townhouse
"25 Moreton Bay Boulevard, 
LYNDHURST VIC 3975",$700 pw,4,3,2,House
"1179 Malvern Road, 
MALVERN VIC 3144",$695 per week,2,1,1,Terrace
"2/34 McArthur Street, 
MALVERN VIC 3144",$700,3,1,1,Townhouse
"30 Edsall Street, 
MALVERN VIC 3144",$700.00,2,1, ,House
"7/10-12 Camira Street, 
MALVERN EAST VIC 3145",$700,2,2,1,Apartment / Unit / Flat
"3002/500 Elizabeth Street, 
MELBOURNE VIC 3000",$700/W Furnished,2,1, ,Apartment / Unit / Flat
"608/668 Bourke Street, 
MELBOURNE VIC 3000",$700.00,2,2,1,Apartment / Unit / Flat
"1206/639 Little Lonsdale Street, 
MELBOURNE VIC 3000",$700 per week,1,1, ,Apartment / Unit / Flat
"5506/135 A'Beckett Street, 
MELBOURNE VIC 3000",$700 per week *Fully Furnished*,2,1, ,Apartment / Unit / Flat
"1310/639 Lonsdale Street, 
MELBOURNE VIC 3000",$700 per week,2,2,1,Apartment / Unit / Flat
"714/539 Saint Kilda Road, 
MELBOURNE VIC 3004",$700 pw,2,2,2,Apartment / Unit / Flat
"117/1 Albert Road, 
MELBOURNE VIC 3004",$695 Per Week,1,1,1,Apartment / Unit / Flat
"60 A'beckett Street, 
MELBOURNE VIC 3000",$700,2,1, ,Apartment / Unit / Flat
"6.1/201 Spring Street, 
MELBOURNE VIC 3000",$700 per week,2,1,1,Apartment / Unit / Flat
"4306/639 Lonsdale Street, 
MELBOURNE VIC 3000",$700 per week,2,2,1,Apartment / Unit / Flat
